GENE	Pre-sortedPrfGL117	Pre-sortedPrfXMG
TIMP1	0.0819066	1.56299
TIMP2	3.78448	5.16115
TIMP3	0.11249	0.315354
TIMP4	0.0	0.0
TINAG	0.0	0.0
TINAGL1	2.29934	12.3023
TINF2	18.2633	23.4057
TIPARP	8.41644	4.80212
TIPIN	35.409	55.0442
TIPRL	6.85159	8.72219
TIRAP	4.12085	3.27664
TJAP1	8.55771	10.6222
TJP1	0.326513	1.08231
TJP2	3.64655	5.98389
TJP3	2.80254	2.53573
TK1	61.0484	99.4402
TK2	18.4701	10.1321
TKT	152.287	185.714
TKTL1	0.258016	0.192467
TKTL2	0.00530302	0.0
TLCD1	1.92098	4.66499
TLCD2	1.94168	2.38656
TLDC1	2.7494	2.17984
TLDC2	0.0	0.0
TLE1	1.31566	2.00849
TLE2	0.138182	0.554533
TLE3	31.9631	29.6493
TLE4	6.35499	6.03737
TLE6	0.247659	0.317132
TLK1	21.7372	21.1311
TLK2	8.66175	8.7276
TLL1	0.0	0.0
TLL2	0.0	0.0
TLN1	61.7711	62.8188
TLN2	0.0684577	0.201299
TLR1	19.5918	11.9499
TLR2	11.5708	7.58358
TLR3	1.49638	1.35206
TLR4	3.09721	2.5259
TLR5	0.291726	0.290986
TLR6	5.22958	3.04291
TLR7	15.8494	9.18878
TLR8	2.48137	1.46172
TLR9	14.026	9.14139
TLX1	0.0	0.0223582
TLX2	0.0	0.0
TLX3	0.0	0.0
TM2D1	8.76213	9.4644
TM2D2	29.6961	24.5752
TM2D3	28.256	25.7604
TM4SF1	0.0383763	0.847762
TM4SF19	0.0608883	0.0
TM4SF20	0.0	0.0
TM4SF4	0.0	0.0
TM4SF5	1.24499	0.878698
TM6SF1	26.081	24.554
TM6SF2	0.214425	0.379284
TM7SF2	2.60539	3.3214
TM7SF3	10.824	13.8479
TM9SF1	30.9065	33.5465
TM9SF2	44.3752	45.5582
TM9SF3	30.3438	31.545
TM9SF4	16.1076	17.3873
TMA16	12.2748	12.7462
TMA7	147.206	191.975
TMBIM1	6.78712	7.97943
TMBIM4	91.2355	67.8261
TMBIM6	281.628	240.118
TMC1	0.0802913	0.0
TMC2	0.0163022	0.0
TMC3	0.0597472	0.0753258
TMC4	1.82998	2.15895
TMC5	0.0	0.0
TMC6	34.3746	34.3222
TMC7	0.0519082	0.0561272
TMC8	15.5537	21.096
TMCC1	4.52821	3.52781
TMCC2	8.4138	52.386
TMCC3	3.10432	2.1562
TMCO1	8.49876	10.1741
TMCO2	0.0	0.0
TMCO3	1.70395	2.60101
TMCO4	21.4779	13.8796
TMCO5A	0.0	0.0
TMCO5B	0.0	0.0
TMCO6	8.9229	11.1786
TMED1	10.1366	11.1665
TMED10	101.338	80.2814
TMED2	156.278	176.233
TMED3	44.2045	52.574
TMED4	23.6896	20.612
TMED5	9.60884	13.3703
TMED6	0.34225	0.145009
TMED7	16.1246	18.2566
TMED8	3.54248	3.28586
TMED9	118.161	119.595
TMEFF1	0.262631	0.118655
TMEFF2	0.0	0.0
TMEM100	0.152845	0.216413
TMEM101	7.79349	8.77499
TMEM102	0.0405677	0.104095
TMEM104	7.82825	5.57659
TMEM106A	20.3757	12.1516
TMEM106B	9.23128	5.00756
TMEM106C	9.66908	9.16487
TMEM107	4.6984	10.301
TMEM108	0.602874	0.389883
TMEM109	21.1807	25.0232
TMEM11	17.8264	20.4677
TMEM110	6.90195	5.17464
TMEM115	14.7754	14.0803
TMEM116	0.31362	0.144243
TMEM117	0.0	0.0
TMEM119	0.231952	0.652113
TMEM120A	15.903	15.5641
TMEM120B	2.24318	6.49884
TMEM121	0.153163	0.803138
TMEM123	57.8653	58.3439
TMEM125	0.0179149	0.0
TMEM126A	20.2526	23.7306
TMEM126B	8.2099	6.6158
TMEM127	19.5138	19.4602
TMEM128	40.5011	30.864
TMEM129	7.15823	11.2957
TMEM130	0.0103768	0.0
TMEM131	19.3248	18.7927
TMEM132A	0.885777	1.00434
TMEM132B	0.0108937	0.0091955
TMEM132C	0.00539645	0.0
TMEM132D	0.0	0.0
TMEM132E	0.00723727	0.00934932
TMEM134	56.1923	47.3342
TMEM135	8.94595	9.63025
TMEM136	0.0	0.0360213
TMEM138	6.3968	10.2328
TMEM139	0.0	0.0350614
TMEM140	15.7064	7.6857
TMEM141	3.53935	2.77152
TMEM143	2.87309	3.96435
TMEM144	0.193706	0.285144
TMEM145	0.0	0.0
TMEM147	52.0358	59.0959
TMEM14A	1.11248	1.4488
TMEM14C	131.642	197.032
TMEM150A	3.21124	3.11034
TMEM150B	2.65111	1.70953
TMEM150C	0.0722469	0.104987
TMEM151A	0.0942098	0.080413
TMEM151B	0.287244	0.0994735
TMEM154	24.7767	21.3221
TMEM158	0.668528	1.24463
TMEM159	2.49153	2.03464
TMEM160	59.4979	50.3164
TMEM161A	7.98567	9.26395
TMEM161B	6.04115	4.2481
TMEM163	8.07532	6.81841
TMEM164	12.6508	13.8748
TMEM165	28.1605	34.2145
TMEM167A	4.59583	4.93422
TMEM167B	12.8866	11.6548
TMEM168	8.33726	8.936
TMEM169	0.0314462	0.0
TMEM17	0.930709	1.07849
TMEM170A	1.35666	2.15687
TMEM170B	5.25497	3.11784
TMEM171	1.31903	1.55781
TMEM173	53.7418	54.0396
TMEM174	0.0	0.0
TMEM175	7.90231	7.39834
TMEM176A	18.9319	30.3813
TMEM176B	30.7753	40.2036
TMEM177	2.16072	2.61526
TMEM178A	0.507754	0.059546
TMEM178B	0.0	0.0
TMEM179	0.0	0.0
TMEM179B	49.9842	50.905
TMEM18	7.50279	6.58618
TMEM181	3.27105	1.84585
TMEM182	0.0	0.0
TMEM183A	14.2957	16.028
TMEM184A	0.0181359	0.0699207
TMEM184B	26.5059	28.0411
TMEM184C	8.64498	8.6395
TMEM185B	6.08126	6.75401
TMEM186	6.90462	6.12463
TMEM189	34.383	31.1713
TMEM19	11.34	8.62513
TMEM190	0.0	0.0
TMEM191C	3.46705	2.13037
TMEM192	42.2472	29.7753
TMEM196	0.0	0.0
TMEM198	1.22966	1.37387
TMEM198B	6.53123	3.24501
TMEM199	13.4397	13.1555
TMEM2	3.49073	3.46681
TMEM200A	0.0	0.0
TMEM200B	0.0582825	0.230392
TMEM200C	0.0	0.0
TMEM201	5.93036	6.75568
TMEM202	0.160691	0.0672307
TMEM203	21.3955	10.913
TMEM204	0.189441	0.484108
TMEM205	8.19979	5.63848
TMEM206	3.6669	3.29152
TMEM207	0.0	0.0
TMEM208	45.2229	55.0223
TMEM209	10.1948	11.2794
TMEM210	0.0	0.0
TMEM211	0.0	0.0
TMEM212	0.0	0.0
TMEM213	0.0	0.0
TMEM214	49.142	44.9288
TMEM215	0.0	0.23314
TMEM216	5.77468	9.71098
TMEM217	0.0839131	0.214696
TMEM218	2.67928	2.94082
TMEM219	39.9809	26.1323
TMEM220	0.988865	0.31285
TMEM221	1.75705	2.44674
TMEM222	27.9939	23.2273
TMEM223	36.5824	36.7592
TMEM225	0.0	0.0
TMEM229A	0.0080286	0.100804
TMEM229B	23.0869	21.659
TMEM230	10.7671	12.848
TMEM231	0.568878	0.7708
TMEM232	0.0	0.0
TMEM233	0.0	0.0
TMEM234	71.3125	57.4819
TMEM235	0.0	0.0
TMEM236	0.0191854	0.0356233
TMEM237	2.5225	4.03927
TMEM238	3.29604	6.51048
TMEM239	0.0282973	0.0
TMEM240	0.0894356	0.0791661
TMEM241	2.27328	1.71899
TMEM242	34.7041	34.3349
TMEM243	34.493	20.9098
TMEM245	0.504243	0.960669
TMEM246	0.103185	0.381398
TMEM247	0.0	0.0
TMEM248	31.036	31.8199
TMEM25	0.121422	0.205486
TMEM251	12.774	12.1325
TMEM252	0.0128191	0.0648026
TMEM253	0.106473	0.167782
TMEM255A	0.133812	0.129208
TMEM255B	0.0	0.0
TMEM256	70.4997	87.7116
TMEM258	252.914	293.838
TMEM259	74.1369	61.4134
TMEM26	0.75145	0.764022
TMEM260	2.9395	3.90519
TMEM261	62.0459	61.8274
TMEM27	0.0309566	0.0
FAM155B	0.0	0.0
TMEM30A	20.0605	21.6979
TMEM30B	0.0126823	0.0323543
TMEM33	6.14044	8.51886
TMEM37	1.12518	1.39606
TMEM38A	1.02919	0.79229
TMEM38B	7.22695	8.0526
TMEM39A	13.3667	18.3808
TMEM39B	8.40119	11.5104
TMEM40	4.93629	7.27803
TMEM41A	5.0352	7.55341
TMEM41B	6.36599	8.92257
TMEM42	9.05259	5.36419
TMEM43	18.6757	17.8449
TMEM44	0.0131469	0.0667845
TMEM45A	0.0259671	0.0159713
TMEM45B	0.0629642	0.0263797
TMEM47	0.0	0.0128724
TMEM5	11.5985	7.64693
TMEM50A	136.504	117.871
TMEM50B	23.3924	24.7797
TMEM51	12.503	7.27094
TMEM52	0.112524	0.276727
TMEM52B	0.0102554	0.0
TMEM53	0.340948	1.38976
TMEM54	0.0	0.0
TMEM55A	4.92634	4.81894
TMEM55B	24.7538	23.6943
TMEM56	0.387196	1.56271
TMEM57	7.41404	7.50184
TMEM59	80.6825	75.8618
TMEM59L	0.104745	0.0265899
TMEM60	14.2991	15.3374
TMEM62	5.88497	5.23877
TMEM63A	14.0862	12.1679
TMEM63B	3.55325	3.17223
TMEM63C	0.044401	0.0223346
TMEM64	3.53568	3.83324
TMEM65	4.64709	4.45649
TMEM67	3.4898	1.62435
TMEM68	4.98733	5.75769
TMEM69	6.36578	7.78061
TMEM70	12.9108	16.8028
TMEM71	15.7249	10.1712
TMEM72	0.0	0.0
TMEM74	0.0	0.0524595
TMEM74B	0.0	0.0
TMEM79	1.03697	0.844212
TMEM8A	6.5489	8.36877
TMEM80	8.01417	8.10321
TMEM81	3.37103	3.41622
TMEM82	0.842234	0.714705
TMEM86A	16.4875	9.25542
TMEM86B	3.43195	8.67924
TMEM87A	13.2565	11.5489
TMEM87B	4.5044	2.76133
TMEM88	1.16535	1.12852
TMEM88B	0.0413324	0.11909
TMEM89	0.0	0.0
TMEM8B	0.700257	0.322993
TMEM8C	0.0	0.0
TMEM9	16.9469	17.4212
TMEM91	0.121657	0.154775
TMEM92	0.0	0.0348739
TMEM95	0.0	0.0
TMEM97	24.3183	33.8788
TMEM98	0.119904	0.245213
TMEM9B	27.4179	26.6029
TMF1	4.52193	4.52074
TMIE	0.544167	0.69054
TMIGD1	0.076111	0.0635701
TMLHE	0.5939	0.884763
TMOD1	4.11506	11.1101
TMOD2	0.0	0.0234997
TMOD3	23.4936	23.3674
TMOD4	0.248152	0.283382
TMPO	57.1394	85.4968
TMPPE	2.8774	2.87744
TMPRSS11A	0.0	0.0
TMPRSS11BNL	0.0	0.0
TMPRSS11D	0.0154721	0.0
TMPRSS11E	0.0355042	0.120969
TMPRSS11F	0.0	0.0
TMPRSS12	0.0	0.0
TMPRSS13	0.350477	0.344697
TMPRSS15	0.0	0.0
TMPRSS2	0.0	0.0
TMPRSS3	0.164092	0.185253
TMPRSS4	0.380966	0.0454077
TMPRSS5	0.0	0.0
TMPRSS6	0.619904	0.736345
TMPRSS7	0.0374817	0.015846
TMPRSS9	0.0	0.0119971
TMSB10	1188.09	995.373
TMSB15A	0.0	0.0
TMSB4X	3966.38	3853.73
TMTC1	0.0460363	0.0579256
TMTC2	0.047862	0.105473
TMTC3	0.572171	0.552738
TMTC4	2.43084	3.04627
TMUB1	12.8531	10.79
TMUB2	18.6766	17.1953
TMX1	17.0736	22.8911
TMX2	17.807	22.8213
TMX3	7.19722	8.9032
TMX4	3.62164	5.26674
TNC	0.0107305	0.00453107
TNF	10.3775	5.73404
TNFAIP1	6.95533	6.75757
TNFAIP2	64.7933	50.4697
TNFAIP3	14.3081	11.5604
TNFAIP6	0.0738353	0.221639
TNFAIP8	19.4731	21.5656
TNFAIP8L1	2.36617	2.76936
TNFAIP8L2	48.9682	35.2996
TNFAIP8L3	0.905096	0.168823
TNFRSF10B	0.662436	1.23907
TNFRSF11A	1.47233	0.498969
TNFRSF11B	0.0106916	0.0133463
TNFRSF12A	1.89969	1.01126
TNFRSF13B	13.4378	8.32505
TNFRSF13C	38.1249	22.2161
TNFRSF14	11.0871	13.908
TNFRSF17	6.29823	5.66758
TNFRSF18	18.703	25.5654
TNFRSF19	0.00744153	0.00945663
TNFRSF1A	47.9374	33.9782
TNFRSF1B	42.609	39.226
TNFRSF21	5.45646	6.41022
TNFRSF25	3.14275	4.81189
TNFRSF4	17.6463	25.7878
TNFRSF8	1.27626	1.67417
TNFRSF9	17.0728	44.8039
TNFSF10	4.74802	5.80404
TNFSF11	0.899139	1.04357
TNFSF12	4.37941	2.65492
TNFSF13	6.30184	7.25656
TNFSF13B	2.59903	2.6546
TNFSF14	6.04724	7.21927
TNFSF15	0.106452	0.100594
TNFSF18	0.0633656	0.019667
TNFSF4	1.01087	3.10247
TNFSF8	4.25915	6.09976
TNFSF9	3.16125	6.30248
TNIK	0.877419	1.39162
TNIP1	26.3454	24.4268
TNIP2	8.36074	6.86807
TNIP3	0.885243	0.817635
TNK1	0.0	0.104154
TNK2	14.1439	15.0705
TNKS	2.36396	1.72097
TNKS1BP1	2.81239	2.14771
TNKS2	17.2998	17.5037
TNMD	0.0	0.0
TNN	0.0915555	0.0211657
TNNC1	0.041056	0.105929
TNNC2	0.189312	0.122268
TNNI1	0.0306633	0.116454
TNNI2	2.55152	1.71509
TNNI3	3.44726	0.483568
TNNI3K	0.0	0.0
TNNT1	0.94998	1.62757
TNNT2	0.0	0.0251869
TNNT3	0.811751	0.194191
TNP1	0.0	0.0
TNP2	2.80369	2.69179
TNPO1	9.27118	11.3141
TNPO2	11.6837	15.629
TNPO3	22.2219	23.4883
TNR	0.0100045	0.0
TNRC18	7.50544	5.70953
TNRC6A	9.64339	7.31949
TNRC6B	3.61189	3.4066
TNRC6C	4.0346	3.04219
TNS1	1.3755	2.45672
TNS3	9.38291	6.14658
TNS4	0.444949	0.303287
TNXB	0.00854487	0.00731727
TOB1	2.65709	3.99538
TOB2	12.0374	11.8756
TOE1	13.6359	15.0941
TOLLIP	15.0213	15.0502
TOM1	16.3078	13.2683
TOM1L1	0.681735	4.27776
TOM1L2	4.10841	2.79239
TOMM20	22.9508	21.8275
TOMM20L	0.0	0.0
TOMM22	89.7817	106.217
TOMM34	28.7066	26.9398
TOMM40	46.134	54.5123
TOMM40L	8.72536	10.1001
TOMM5	64.6036	79.3729
TOMM6	73.597	84.7468
TOMM7	68.1917	73.3073
TOMM70	26.8232	30.0233
LRTOMT	1.89544	0.824047
TONSL	4.714	7.08773
TOP1	26.0063	40.3536
TOP1MT	3.81046	4.26109
TOP2A	47.4141	84.2607
TOP2B	19.2518	20.521
TOP3A	6.42441	5.10215
TOP3B	13.7958	13.3419
TOPAZ1	0.0	0.0
TOPBP1	23.8158	28.068
TOPORS	7.36257	7.79747
TOR1A	36.0619	32.8439
TOR1AIP1	35.7234	32.808
TOR1AIP2	20.1917	33.6384
TOR1B	15.3729	16.4647
TOR2A	44.3425	39.4042
TOR3A	23.5283	23.8491
TOR4A	22.4758	19.6236
TOX	25.5909	28.4903
TOX2	6.01625	4.0583
TOX3	0.0298948	0.087898
TOX4	20.5858	21.6365
TPBG	0.0785388	0.2127
TPCN1	5.96995	11.6663
TPCN2	6.92238	5.40254
TPD52	44.3903	31.0402
TPD52L1	0.0	0.0631238
TPD52L2	14.6459	17.8463
TPGS1	29.3644	26.7151
TPGS2	3.4572	4.96779
TPH1	0.109167	0.269444
TPH2	0.0	0.0
TPI1	146.418	206.022
TPK1	2.03894	1.84954
TPM1	17.9261	28.7892
TPM2	0.178466	0.37375
TPM3	259.269	267.572
TPM4	72.8848	115.681
TPMT	0.465582	0.644552
TPO	0.0	0.0
TPP1	17.7292	19.9635
TPP2	12.1069	13.2556
TPPP	0.0324941	0.0887102
TPPP2	0.0	0.0
TPPP3	13.0298	6.20049
TPR	23.4666	27.0681
TPRA1	15.2578	18.5392
TPRG1	0.458668	0.935034
TPRG1L	55.723	57.9085
TPRKB	10.8155	11.0381
TPRN	5.3766	6.40982
TPSAB1	0.0814626	0.0
TPSB2	1.99959	2.38129
TPSG1	0.309887	0.515571
TPST1	32.0817	27.8542
TPST2	44.9433	50.6678
TPT1	3607.54	2934.74
TPTE	0.0	0.0
TPX2	19.5421	38.6608
TRA2A	23.5258	51.7014
TRA2B	52.502	77.0293
TRABD	52.454	46.2564
TRABD2B	0.460936	0.155679
TRADD	25.9529	26.6107
TRAF1	15.3204	25.1154
TRAF2	12.5774	15.8579
TRAF3	7.20122	7.20674
TRAF3IP1	1.8299	2.4058
TRAF3IP2	9.44439	8.54285
TRAF3IP3	32.1598	29.04
TRAF4	5.87597	9.60921
TRAF5	18.0337	15.8431
TRAF6	8.82548	5.49749
TRAF7	41.0467	40.1419
TRAFD1	98.2438	65.2473
TRAIP	6.78065	8.8567
TRAK1	10.1699	8.0099
TRAK2	10.7809	20.4476
TRAM1	60.5837	62.0341
TRAM1L1	0.0	0.0421572
TRAM2	7.23638	7.00156
TRANK1	0.0	0.0
TRAP1	35.438	46.8429
TRAPPC1	52.5155	63.1381
TRAPPC10	14.2903	15.0543
TRAPPC11	8.8143	9.329
TRAPPC12	10.2062	12.9542
TRAPPC13	8.75925	10.1619
TRAPPC2	4.41075	5.32865
TRAPPC2L	38.996	42.5874
TRAPPC3	28.0742	25.4686
TRAPPC3L	0.0	0.0
TRAPPC4	37.5231	43.0828
TRAPPC5	16.4398	13.8951
TRAPPC6A	39.5014	32.1032
TRAPPC6B	26.9906	26.3698
TRAPPC8	9.39261	9.67402
TRAPPC9	11.9464	9.54426
TRAT1	1.10843	0.892214
TRDMT1	3.3713	3.05663
TRDN	0.0	0.0
TREH	0.0	0.0
TREM1	5.72541	3.71373
TREM2	3.0894	1.83826
TREML1	0.290228	0.277492
TREML2	14.5293	13.4602
TREML4	21.2593	11.777
TRERF1	3.52057	3.59246
TREX1	83.025	65.7508
TREX2	0.0	0.0
TF	10.9113	12.053
TRH	0.0	0.0
TRHDE	0.0	0.0
TRHR	0.0	0.0
TRIAP1	19.9617	21.6408
TRIB1	9.5229	7.87046
TRIB2	8.40743	6.30153
TRIB3	0.872049	1.36648
TRIL	0.0	0.0263227
TRIM10	3.92824	41.5932
TRIM11	26.4802	20.1246
TRIM5	16.201	18.9953
TRIM13	1.8644	2.19034
TRIM14	15.478	13.8924
TRIM15	0.0454243	0.0570395
TRIM16	0.692631	1.12175
TRIM17	0.0641766	0.0204645
TRIM2	0.0365966	0.0847021
TRIM21	12.1025	11.3721
TRIM23	1.9802	1.78874
TRIM24	7.50206	5.97681
TRIM25	25.6569	27.1421
TRIM26	18.4264	17.093
TRIM27	18.4264	23.4488
TRIM28	66.5601	96.6589
TRIM29	0.0102094	0.0905919
TRIM3	4.30498	2.2289
TRIM31	0.0	0.0
TRIM32	1.85408	2.95321
TRIM33	4.34629	4.38163
TRIM6-TRIM34	15.9862	15.3875
TRIM35	18.4767	17.0503
TRIM36	0.504096	0.779748
TRIM37	4.46872	7.22057
TRIM38	0.0175327	0.0440392
TRIM39	11.4401	10.3399
TRIM40	0.080652	0.0168739
TRIM41	10.9967	10.6074
TRIM42	0.0	0.0
TRIM43B	0.0	0.0316129
TRIM44	10.456	8.83933
TRIM45	0.62141	1.26065
TRIM46	1.15548	1.64621
TRIM47	0.793302	1.53484
TRIM50	0.0	0.0
TRIM52	0.0	0.0
TRIM54	0.0	0.0
TRIM55	0.0	0.0556584
TRIM56	2.62121	3.25804
TRIM58	0.730302	4.58514
TRIM59	10.214	18.7254
TRIM6	0.499662	0.264874
TRIM60	0.0	0.0
TRIM61	0.0	0.0
TRIM62	1.57514	1.25394
TRIM63	0.0	0.0
TRIM65	2.14124	1.69041
TRIM66	0.134021	0.156911
TRIM67	0.0	0.0
TRIM68	2.67806	2.19846
TRIM69	0.0979327	0.102404
TRIM7	8.82646	3.26091
TRIM71	0.0	0.0
TRIM72	0.248617	0.338339
TRIM8	21.1263	22.7367
TRIM9	0.00675227	0.042853
TRIML1	0.0	0.0
TRIML2	0.0	0.0
TRIO	1.55215	1.42666
TRIOBP	27.7327	27.1399
TRIP10	2.3502	3.21563
TRIP11	1.87284	1.90404
TRIP12	15.8995	19.0219
TRIP13	8.3029	12.303
TRIP4	3.13707	4.06528
TRIP6	3.8413	2.86855
TRIQK	0.0780384	0.0321423
TRIT1	6.22119	6.46076
TRMT1	33.1837	26.4713
TRMT10A	1.47344	2.41677
TRMT10B	3.18925	3.40686
TRMT10C	10.4892	11.2444
TRMT11	4.38362	5.16928
TRMT112	68.6666	80.9494
TRMT12	1.687	2.5993
TRMT13	0.646966	0.740027
TRMT1L	11.0087	15.9758
TRMT2A	17.9653	19.6784
TRMT2B	8.61043	9.41108
TRMT44	1.98319	2.13938
TRMT5	6.36286	6.4931
TRMT6	13.7817	12.2852
TRMT61A	6.58275	8.10169
TRMT61B	5.02379	4.56932
TRMU	6.94797	6.80223
TRNAU1AP	20.4916	22.1177
TRNP1	6.99896	1.03555
TRNT1	9.75804	10.5997
TRO	0.0	0.0108871
TROAP	7.55233	11.2263
TROVE2	0.208927	0.163399
TP53	50.5072	86.6873
TP53BP1	3.10479	4.43123
TP53BP2	4.16369	3.38337
TP53I11	67.8601	46.2387
TP53I13	7.59671	7.52343
TP53INP1	57.3844	30.5752
TP53INP2	3.16042	4.12419
TP53TG5	0.0	0.0416233
TP63	0.0508605	0.062006
TP73	2.15692	2.96769
TRPA1	0.027952	0.0261208
TRPC1	0.313699	0.0736516
TRPC2	1.12943	0.4879
TRPC3	0.0	0.0
TRPC4	0.0	0.0
TRPC4AP	48.6312	45.1649
TRPC5	0.0	0.00867962
TRPC6	0.0714885	0.154444
TRPC7	0.0	0.0
TPD52L3	0.0	0.0
TRPM1	0.404082	0.628514
TRPM2	9.94277	3.1733
TRPM3	0.0	0.0
TRPM4	0.908746	0.984347
TRPM5	0.0189478	0.00803984
TRPM6	0.122933	0.352912
TRPM7	6.47947	5.41935
TRPM8	0.0	0.0
TRPS1	1.51046	1.50351
TRPT1	5.80195	5.19433
TRPV1	0.0	0.0
TRPV2	30.1143	32.8802
TRPV3	0.0119402	0.0150801
TRPV4	0.981543	0.272386
TRPV5	0.0220777	0.013864
TRPV6	0.00922721	0.023277
TRRAP	6.09438	6.6058
TRUB1	3.165	2.79964
TRUB2	9.49826	8.25568
TSACC	1.60031	0.700105
TSC1	3.48272	3.11686
TSC2	9.1093	9.3973
TSC22D1	6.42356	10.7816
TSC22D2	1.96114	1.9732
TSC22D3	98.4222	39.0162
TSC22D4	70.0221	73.6468
TSEN15	7.7461	11.3273
TSEN2	3.49003	5.64854
TSEN34	12.2166	12.6141
TSEN54	10.1829	13.7079
TSFM	15.4036	22.1181
TSG101	23.5993	26.942
TSGA10	0.538731	0.784412
TSGA13	0.842215	0.371315
TSHB	0.0	0.0996501
TSHR	0.00696837	0.063768
TSHZ1	3.54494	4.18298
TSHZ2	0.319484	0.328467
TSHZ3	0.0	0.0378052
TSIX	0.416187	0.313467
TSKS	0.0332142	0.0213913
TSKU	0.0389873	0.182872
TSLP	0.131174	0.242292
TSN	29.7946	34.8062
TSNAX	28.5233	29.8186
TSNAXIP1	0.0227811	0.0286427
TSPAN1	0.0168354	0.0425075
TSPAN10	0.119308	0.130796
TSPAN11	0.0	0.0
TSPAN12	0.0	0.0562953
TSPAN13	46.6539	53.378
TSPAN14	31.8021	29.8081
TSPAN15	0.809765	1.06332
TSPAN17	4.55381	1.88828
TSPAN18	0.0145981	0.146394
TSPAN2	3.09487	4.98487
TSPAN3	34.581	20.2256
TSPAN31	27.8847	40.5995
TSPAN32	25.7917	28.9256
TSPAN33	13.7934	53.7886
TSPAN4	9.09588	8.28952
TSPAN5	5.15807	7.36129
TSPAN6	0.654123	1.43594
TSPAN7	0.825815	1.83882
TSPAN8	0.813122	7.54574
TSPAN9	0.655167	0.828392
TSPEAR	0.0722654	0.0779928
TSPO	214.932	215.194
TSPO2	5.97981	33.8052
TSPYL1	19.4154	19.2905
TSPYL2	7.82688	5.48721
TSPYL4	1.61393	1.78974
TSPYL5	0.0082754	0.0311366
TSR1	9.274	12.0455
TSR2	4.36545	4.38393
TSR3	14.9687	16.7049
TSSC1	14.788	16.1847
TSSC4	22.3473	27.1749
TSSK1B	0.0188011	0.0
TSSK2	0.0	0.0264924
TSSK3	0.0298343	0.0762067
TSSK4	0.702428	0.409831
TSSK6	1.3284	1.20854
TST	2.51223	4.63831
TSTA3	24.8126	23.6725
TSTD1	0.986394	1.1674
TSTD2	3.85326	4.48802
TSTD3	8.17097	11.1245
TTBK1	0.112481	0.159577
TTBK2	0.373679	0.346953
TTC1	17.6094	19.5927
TTC12	0.133928	0.0932244
TTC13	16.6808	16.4729
TTC14	3.61097	3.2797
TTC16	0.557479	0.52765
TTC17	7.09482	6.23138
TTC19	3.81259	4.28575
TTC21A	0.108417	0.257852
TTC21B	1.12954	2.37053
TTC22	0.0126348	0.0654429
TTC23	0.818606	0.528074
TTC23L	0.0	0.0
TTC24	0.0	0.0
TTC25	0.0421722	0.0213567
TTC26	0.142802	0.264832
TTC27	6.35146	8.94047
TTC28	0.233051	0.179917
TTC29	0.0	0.0
TTC3	2.56062	3.2455
TTC30A	0.527378	0.52287
TTC30B	0.379411	0.317067
TTC32	5.79257	7.05541
TTC33	7.75877	8.809
TTC34	0.0	0.0123225
TTC36	0.275447	0.119428
TTC37	2.67077	3.57505
TTC38	3.8308	3.16724
TTC39A	0.714112	1.0136
TTC39B	5.69286	4.9374
TTC39C	5.24764	5.88779
TTC4	11.6219	13.1192
TTC5	19.4178	16.8734
TTC7A	34.3643	33.839
TTC7B	7.66073	6.5362
TTC8	0.39665	0.690351
TTC9	0.015636	0.0196585
TTC9B	0.0449692	0.0
TTC9C	8.32981	12.5798
TTF1	4.03124	5.14647
TTF2	5.59461	7.57379
TTI1	7.13939	9.67915
TTI2	9.13141	8.66169
TTK	5.08637	8.60054
TTL	0.889202	1.20688
TTLL1	1.33872	2.29419
TTLL10	0.0126233	0.0
TTLL11	0.1332	0.0488302
TTLL12	8.66668	19.3735
TTLL2	0.0	0.0215546
TTLL3	2.5224	1.44288
TTLL4	3.20753	3.0255
TTLL5	1.93307	3.0665
TTLL6	0.0	0.0
TTLL7	0.0	0.0321912
TTLL8	0.0	0.0
TTLL9	0.198155	0.0841563
TTN	0.00512269	0.00754072
TTPA	0.0	0.0762098
TTPAL	10.858	11.9946
TTR	0.0	0.0383892
TTYH1	0.0568962	0.0624824
TTYH2	1.39681	1.30293
TTYH3	25.0413	18.2595
TUB	0.0400748	0.0126471
TUBA1A	21.1375	33.9389
TUBA1B	176.114	271.559
TUBA1C	37.7384	54.8655
TUBA3E	0.0208783	0.053982
TUBA4A	85.4585	137.505
TUBA8	3.09835	7.42021
TUBAL3	0.0	0.013215
TUBB1	0.69707	0.556971
TUBB2A	10.1755	11.1759
TUBB2B	4.27284	3.92047
TUBB3	5.8832	6.33917
TUBB4A	1.00985	0.646217
TUBB4B	210.094	331.148
TUBB	366.895	506.698
TUBB6	9.45001	14.8174
TUBD1	3.08994	6.26081
TUBE1	2.27659	3.05475
TUBG1	21.3772	33.5557
TUBG2	0.599901	0.711129
TUBGCP2	15.8981	15.8324
TUBGCP3	11.3621	12.9831
TUBGCP4	8.94472	11.3732
TUBGCP5	4.55495	3.74267
TUBGCP6	3.20524	3.97397
TUFM	33.1907	58.2406
TUFT1	1.81946	1.35502
TUG1	16.7418	14.5618
TULP1	0.0395794	0.0340206
TULP2	0.0	0.0200073
TULP3	1.86501	2.62843
TULP4	5.06566	4.12361
TUSC1	4.6851	2.63059
TUSC2	12.2556	13.6578
TUSC3	15.1262	19.1557
TUSC5	0.00827686	0.0105412
TUT1	11.1749	11.813
TVP23A	1.75793	1.22863
TVP23B	8.61784	13.1979
