Gene	PrfGL117HostGeneTPM	Prf XMG host Gene TPM
NFU1	56.285376	67.789095
DOCK7	8.59033623319	8.0418811
TPD52	8.62078172438	14.5506641
GPR45	0.1924568	1.699169
TM2D2	24.469501	26.555403
GINS4	62.0063	69.496
KITLG	0.0	0.476963
CDK14	4.728914	4.2191262
IGSF23	0.36309	0.559238
PSMA7	312.61044	350.00554
SOD1	616.463	678.143
TMEM9B	47.54273	54.980393
GPR34	0.842797	0.710124
LAMA4	0.0	0.0
MAGT1	26.03604	27.18226
PTPRH	0.134513	0.0293722
TTC28	1.4639307401	1.257124
BTBD9	6.229749	6.42841611
TENM3	0.0	0.0
TEX26	0.0	0.0
ATP13A5	0.0	0.0
FURIN	69.194797	70.950659
PLA2G4B	1.44246	0.9590879
NOP10	64.048	69.1762
UNKL	34.29378	29.828289
MESDC2	33.85629	39.11532
LGALS8	32.0893920010797	23.622233
MYL7	0.0	0.0
CD300A	3.364966	2.021524
OR2M3	0.0	0.0
MRPS16	218.207	237.803
SLC40A1	0.293861	1.4085484
MRAP	0.0	0.0
FAM170B	0.0	0.0
C2orf40	0.0926016	0.0
MYL6B	9.418245	8.189603
DYNC1H1	42.942998	38.280765
CCDC130	17.551737	13.305919
TRMT11	13.143835	11.66687
MRPL43	55.5771	56.5508
RALGPS2	4.050314763	6.045077
OGFR	97.06506	88.56977
EIF2AK4	11.505313	6.92628
PRNP	4.79785	6.9143
RELB	11.572863606	14.777874
TAZ	36.436615	33.902876
ACTG2	0.125332	1.225785
USP7	84.673874	75.049251
TC2N	0.1504953	0.12701
BCAT2	40.445242	38.156556
ZNF12	9.961057	7.289178
PRRC2C	78.814303	72.01992
NKX6-1	0.0954878	0.0328843
GHRL	2.522821	0.0
OR8G1	0.0	0.0
ZNF654	6.73973	6.31639
IRX1	0.0	0.0
ZXDC	7.3297544	7.167509
PYROXD2	0.0480469	0.0992847
CDKN2AIP	12.78134	10.41886
RAP1GAP2	32.327861	25.839189
KIAA1324L	0.063913	0.1713199
GZF1	4.37813	5.570062
TBC1D2	5.968959	5.919198
NOTCH1	56.957812	47.60898
MAP3K15	1.70001	0.79303
TPSB2	0.0752564	0.0
L3MBTL4	0.0	0.0
SLC19A1	25.76954	32.27501
PDGFC	0.026709	0.0
GPR1	0.0	0.0
PHYHD1	4.434008	2.003939
DND1	1.211663	1.408717
SEMA6C	0.5251879568253	0.8323678
CYGB	0.0978188	0.0
NUP88	86.45571	85.767015
MFRP	0.33015990399478	0.5479138
GABRG1	0.0274742	0.0
KRTAP4-9	0.0	0.0
ARID2	14.074698	14.853831
ZPBP2	3.625914	1.486841
ADNP	18.142751	12.948514
CCDC77	12.94907	10.76166
SLC25A4	178.2158	211.3195
OAS2	1.055899	2.473881
KMT2A	27.3022091	18.123
KIF23	148.372491	131.2562303
ITGB3	29.4362	32.3033
FABP3	0.0	0.146391
MRO	0.0	0.2481245
PFN4	0.4375803	0.243005
DUSP14	27.134953	29.889453
BCDIN3D	7.47026	9.04041
DZIP1L	0.3206668	0.2585763
PIM1	156.078	123.633
PADI2	50.3519	38.5453
STX11	43.41905	59.46018
IDE	54.39975	59.82086
C19orf70	99.3725	93.8352
UBE2N	142.772792	169.79336
NSFL1C	105.220932	110.265094
DACT3	0.326483	0.0692232
AHCYL1	67.764522	56.509273398603
C16orf92	0.0	0.0
HNRNPH3	29.9234	26.03548
APOC3	0.0	0.0
GPATCH1	10.824492	9.13791
CSTF3	32.088666	29.096589
ZNF563	2.739954	3.751281
C9	0.0	0.0
ZNF644	10.1362096	9.3613248
TSEN2	9.975132	6.8434885
SUN5	0.0	0.0
TMEM120B	5.84949	4.26369824
AKAP3	0.0	0.0
EPC1	32.30587	25.65802
CTAG2	0.0	0.0
RBM39	255.824053	185.584904000687
BRICD5	0.0	0.0
ETV1	0.215577	0.0631254
FN3KRP	3.75513	3.77152
ZNF639	33.264629	30.488545
PKP2	0.561428	0.497003
TYK2	50.80164	44.057925
TRAM1	94.49408	92.99563
CDK18	0.0	0.0
ESRRA	23.396369	20.273729
INPP5J	0.0553502	0.2532229
MANEA	9.167386	7.64652
CDK2AP2	127.17372	154.97428
BCCIP	96.08343	87.66457
NELFCD	59.815783	52.776675
FERMT1	0.0600678	0.0412319
PRRX1	0.0605681479	0.0
ZNF383	0.838053	0.598266
KCTD9	44.938851	40.42177
EGLN1	36.3668	36.2581
LANCL2	13.406492	17.76818
YBX3	424.49426	463.46737
MMP11	0.6313356	0.735565
TOMM20L	0.0	0.0
TOR2A	71.7959	76.302198
TPX2	124.30202	111.04816
TMEM248	39.938463	38.34825
DNPEP	49.3989072571	52.162102
AMFR	124.57943	132.53555
IFFO1	23.8902	18.15998957068
STAU1	28.95245711	27.875024009006
IFNA13	0.0	0.0
HID1	16.857774	10.486778
STARD8	0.32335271	0.36736
PRDM5	0.883399	2.0749313
HSF2BP	0.1033842	0.1468286
ZNF148	17.98567	18.27133
NRG3	0.0	0.0
CALML3	0.0	0.0
KRTAP5-4	0.0	0.0
HUS1	10.229507	10.852994
FCGBP	0.0	0.0
TIGD4	0.172837	0.148459
CHCHD10	32.121668	41.59655
GJE1	0.0	0.0
SOS2	56.814596	36.65337469646
ATPAF2	40.1123	40.59733
ECT2	42.83905725	52.92307
ITGAE	0.794515	1.199521
JRK	1.04217	1.63614
NTMT1	20.822828	26.880902
GULP1	0.0564778	0.0787602
IGFLR1	3.210165	4.724563
ATP2B1	37.5988577	32.10879
ETNK2	0.0643913	0.0
PHOX2A	0.0	0.0
SNTN	0.0	0.0
RTN4	54.070949	51.497493
SNRPD2	104.453963	115.692094
ACRV1	0.206786	0.0946276
RHOU	0.155121	0.549111
CRTC1	9.843838	7.405081
SACM1L	38.83245	38.29362
XCR1	1.57301	2.08942
KIAA1024L	0.0	0.0
HOOK1	14.9649880310229	11.037948
TRIM71	0.0	0.0
SCN3B	0.0	0.0
STRIP2	0.29447880035615	0.2698452
INTU	0.640874	1.380286
ZBTB39	3.19242	2.18078
PCDHB4	0.0	0.0
ISX	0.0	0.0
HNRNPM	272.13283	240.105044
OPA3	23.28255	25.007765
XAB2	52.648929	47.855176
WRNIP1	42.5029	47.9696
B3GNT7	0.117099	0.0808194
GPR19	7.098887	4.740043
TLCD2	13.48236	12.92357
CAP1	480.8363	545.323308
PARD3	0.0630504	0.5204031
MROH8	0.1882554	0.1912879
NOL12	82.31525	80.56056
TMEM109	54.456183	69.646729
PPP3R1	44.64709	54.45956
CTCF	134.8389	128.78984
SNAPC5	42.8518	40.9721
L3HYPDH	0.1625863	0.1135604
MFSD11	15.925234	15.022247
FAM69B	9.287725	9.075916
ZNF687	19.144323	16.077203
ELP5	50.068348	51.011273
BAIAP2L2	0.291365	0.0
HIST1H3D	1.3666	0.703318
PRKAR1B	1.817327	3.135846
MAPK15	0.734564	0.0601004
RIIAD1	0.545381	0.0
BCL2L15	2.668642	4.46611
ACOT11	9.755941	8.80906
DAAM1	0.782957	1.4597
NPC2	78.5084	87.5484
PKNOX2	0.118338	0.3599091
COBL	0.0646423	0.0226449
APLN	0.166496	0.0
FBXO11	18.77619	19.11368
FAT4	0.0269967	0.0246114
IDH3A	97.80665	116.79714
KCNJ16	0.020599205510859	0.02829690141291
KIAA0753	12.057697	9.59227
RGS3	122.095898	109.365614719882
SLC30A3	0.255276	0.253485
PIKFYVE	7.5705597	6.3234487
KCNK7	7.71034	9.23645
CRISP3	0.0	0.0
CHRNB2	2.1427360203683	0.9747856741
VWA2	0.0366586	0.0755883
SLC25A23	1.477349	2.9918658
KIF16B	10.277205	7.881988
HAVCR1	0.0	0.0
C11orf42	0.0	0.0
COLGALT2	0.0	0.0
LIN7C	34.1183	28.0615
MASP2	0.234782	0.0
CITED1	0.092721	0.633506
ACOT7	137.4778	158.08871
SESN1	5.60305	5.76594
NXF3	0.0	0.0
RELL2	3.90297	2.21067
FAM217B	0.195444	0.246085
RBMX2	19.350229	15.6389
GRAP	106.3507	103.4641
LAX1	129.1776	104.73293
KAT5	38.1258	38.5559
ATXN7L1	42.406441	39.573585
SEMA4F	5.570341	6.144661
ELOVL5	50.92348	53.4282
ZKSCAN5	4.966072	6.147014
CCDC150	0.1333493	0.0566335
NQO1	1.56163	2.52355
TMEM167B	22.37256	18.19462
C19orf47	37.5604120016112	36.032887
GGT5	0.730171	1.61952
SHB	0.0484739	0.320103
TRMT112	101.24775	91.43436
FCRL1	6.647059	7.00749
PRR3	26.347634	21.3066200116298
TPGS2	8.33113	7.656501
PSMB4	358.63683	374.82098
EBF1	0.4233851	0.411823
NTN4	0.0	0.0283548
DDX54	70.454828	62.845405
FAN1	5.8276033	4.849122
RWDD3	2.0321588	1.317983
MFSD5	33.1865	37.3054
TSPO	176.18426	181.987014
MET	0.25792965	0.96143500355043
UBXN1	186.4026	184.3303
CLEC18A	0.0280968	0.0
CA6	0.0	0.0
RALGAPA2	15.2044304	11.685241
SNX29	2.142787	2.1588115
SPAG7	67.54378	68.7416
P2RY14	1.75184664879	1.187301
RBP3	0.0	0.0
MGRN1	7.15587	8.227
CCDC73	5.435097	3.706653
ADAMTS14	30.883749	17.984695
FAM155A	0.0	0.138614
VPS37D	0.253474	0.211656
THG1L	18.59682	22.479539
TAF3	10.24201	12.76577
HVCN1	62.7130008015	66.08065090611
HEPACAM2	0.0394645	0.109539
HIST1H2BA	0.0	0.0
HDAC1	239.25519	254.82598
ABO	0.0	0.0
ERCC8	10.114582	11.017452
ATP6V0E1	121.91114	155.72202
PDE4B	15.6098825	9.022175603837
THOC5	41.969905	45.792266
GSTM1	8.421474	10.9704
MCOLN3	1.5979748	2.281981
COX14	38.266	39.9141
ATE1	15.84569	16.939053
SOX30	0.0	0.0
ZNF239	4.057394	3.802455
OR7E24	0.0	0.0
TAS1R3	0.846769	0.611796
ZNF280C	11.972533	8.814687424248
EMG1	203.927607	227.28607
CADM3	1.3324486	0.3248304
RPS21	1704.69805	1893.39146
FBXW10	0.0	0.318029
GJD2	0.0	0.0
TXN	400.209	476.593
CRLF2	76.06125	72.90302
PREB	117.241198	111.422305
ARHGAP22	0.213686373	0.492432
UQCC2	137.099625	176.487
OR6X1	4.36852	1.33897
ARID1B	14.910584	11.885656
CSNK1A1	171.581136	165.273395
PRF1	270.0927	266.2502
AOC3	0.0168361	0.0462607
XKRX	0.566331	0.332966
GRIP1	0.183914	0.1389492
SRSF5	395.17965	236.709974
USP4	78.9882206	72.1069065
LGI4	0.183855	0.0
SOX6	0.05327940358934	0.12299070163752
B4GALNT2	1.57651	1.18847
YME1L1	39.622706	46.431029
AIM2	63.90791	48.738983
DSG2	0.535101	0.1538233
SPTSSA	41.000034	52.100786
SERPINB3	0.0	0.0
UNC45B	0.0	0.0
TLR7	2.6398	2.16755
DCLRE1A	5.0867628	5.279401
BHLHE41	0.232504	0.104899
ZNF669	2.99271	2.23376
GTF2E1	16.938356	20.0867057
ENY2	23.5142	23.1261
NT5C1B	0.0	0.0
FBXW5	41.353345	31.11191
NR2F6	7.38698	7.196471
PNMA8A	0.072559	0.0249337
ATP1B4	0.0	0.0
FGFR1OP	31.56231	21.969482
GPR85	0.0	0.0839473
USP50	0.329079	0.764158
LGALS3	963.9611	824.89413
CYCS	25.13839	25.51364
PDE9A	0.503294	0.519801
TNIK	14.578017681	12.1205438197711
USE1	176.51324	137.47459
HTRA2	30.07689	36.318707
TLX2	0.0	0.0
PTPN2	62.90242	66.8377
MYOZ3	0.0	0.0
ADRB2	4.20605	2.36744
SPATA31D3	0.0	0.0
GDPD5	22.965504	18.785272
NUTM1	0.23935	0.246916
CASP8AP2	17.138361	14.184479
SAMD12	0.0	0.0
RAB39A	0.0252729	0.139331
DNM1L	31.35954	29.41146
YTHDF3	21.84379	23.0332
TRPC5	0.0	0.0
LSM12	36.70951	44.807526
MYH10	2.08932668014	0.7695282237561
RNF216	23.7949082	21.954502
FAM180A	0.0	0.0
SPDEF	0.0	0.0
PARD6B	0.988591	0.786256
HS6ST3	0.0558524	0.0778838
GTF2H5	77.01507	83.4827376
CD74	26.30469	65.47608
STXBP6	0.0	0.4748202
CCDC40	0.717468	0.9113533
CTNNAL1	4.2745781	2.533154
OR6B2	0.0332298	0.0
ABHD15	1.30281	1.60674
C16orf86	0.0	0.0
FZD8	0.0	0.0
ANGPT2	0.0628167	0.589445
PURG	1.0094517	2.05877
OPRL1	0.0993503	0.0
CYP2A13	0.0	0.0
CISD3	143.32155	137.6017
RRNAD1	16.94973	13.97085
MXI1	16.227781	15.0888
TMEM167A	19.65535	16.14935
BAZ2B	18.0071803	12.426488
SEMA5B	0.0340489	0.0
MSH4	1.3502497107	0.92409153756
CNIH2	3.62294	2.62515
SLC6A13	1.6712	1.03764
ARMC5	14.3055	13.4223
VPS13B	10.3674	8.95884
HMGA1	345.97184	435.02889
COMP	0.282567	0.286489
SEC24A	13.676074	14.38054
SNAI1	0.769359	0.267411
TMEM55A	7.82971	8.1719
LDB2	0.0	0.0
TTLL1	4.591081	4.153902
DRAM1	1.886518	2.25606
SOCS1	13.6656	25.1062
USP49	5.8302	5.00455
SLC39A2	0.256961	0.362471
ATP5SL	42.905432	26.950503
CD5L	0.225844	0.364864
OR52N1	0.0	0.0
XIRP2	0.0	0.0
RAB32	3.34065	5.26156
CENPF	37.476581	23.081608
FSCN1	4.60438	4.6074483
MAP3K1	25.847281	17.675704
PSENEN	166.187652	173.22666
SLC6A3	0.0	0.0
PBX3	13.6633626646881	12.99733
DPY19L2	0.0	0.0
PKD1	4.79876	3.82947
MTNR1B	0.0	0.0
TCEANC	5.23519	3.91623
CIC	66.671222	53.181748
FAM110C	0.0728245	0.133777
DPY30	126.71	145.037
ZFYVE16	5.31032	5.356278
PITX1	0.0	0.0
GCNT3	0.0344462	0.0473312
PLA2G12B	0.148954	0.0
DDX3Y	17.969005	17.8208717
POLR2G	93.6454	97.8172
GOLGA1	17.9761869	12.0267130035468
CDSN	0.0	0.0
IGFN1	0.0	0.0
TEX10	24.103644	24.801644
CDK2	46.310251	53.55979
DNASE1L3	0.716019	2.37269
CCNB2	210.641	232.596
DERL2	43.14827	46.419383
TLR1	2.521474	2.974622
CHD5	0.1175192	0.0966867
SIK1	21.4163	9.84358
MED15	52.76809	46.42421
TMEM210	0.0	0.0
CYP7A1	0.0	0.0
ABCA4	1.41821	1.83829
DTNA	0.0	0.638528
AKIRIN1	49.69743	46.45617
GGN	0.3572067	0.157049
SLC25A12	65.2243	60.58589
LAMP5	0.0	1.223354
WTAP	86.631862	104.390671
ADAMTS1	0.0	0.0
CCNYL1	24.31907	20.79843
SUV39H1	60.63331	64.80508
CLRN1	0.361647	0.2601486
SLC4A7	13.0397	12.0203
CNKSR1	1.617446126939	0.423992
TLE3	109.4711924	118.090948591955
COL27A1	0.5934808	0.476933
DCUN1D1	35.950411	43.012421198371
TSKS	0.2736314	0.0
FXR2	53.74706	43.895045
LAMTOR2	60.690761	77.227101
TBX5	0.285802	0.0263265
GIGYF1	30.7413	21.66474
AQP1	0.431223	6.34798
SERPINB13	0.145618	0.0896955
FEZF1	0.0	0.0
IBA57	4.495145	5.12645
KRT83	0.389318	0.160047
UBTD2	2.19005	2.28435
RAP1B	158.94479	173.85836
CYP2C18	0.115398	0.0
P2RX2	0.0996812	0.277423
KCNH3	0.0	0.0
C1orf87	0.0	0.0
SERF2	358.991331	424.49594
LRRC72	0.134513	0.0
ZNF697	0.0628425	0.0662305
RTL8B	13.9938	16.3277
RMI2	3.869548	4.896323
KCNMB1	0.234043	0.2974
SYNM	0.0	0.0606869
CPT1B	6.17497	2.601111
OR2AG2	0.0	0.0
GLIS1	12.872631	8.277468
ZBTB44	16.43076	14.25226
METTL6	14.9398	18.4011
CLDN6	0.0	0.0
FOXC1	0.018789	0.0
APOLD1	1.44185	1.17886
SPRY1	7.24668	2.947174299027
SDS	0.2990651	0.186195
FOLH1	0.0	0.0
ZFP30	0.4223579	0.376345
ADORA1	0.0	0.0
FGL1	0.342844	0.15701
IL25	0.0	0.0
SPP2	0.0	0.0
TRNP1	1.024369	1.28534
KDM6B	11.4085	9.391134
MYBPC2	0.0	0.028387
NDUFA10	191.463941	152.168291
RABGAP1L	132.26578	99.5060507
AASDHPPT	5.714533	7.68608
GPRC5A	0.220422	0.5594
EIF4E1B	0.4684004	0.530134
USP18	24.406108	25.987206
LYRM2	43.3361	41.23153
ACAP2	14.3211	12.728
SSX4	0.0	0.0
EQTN	0.568032	0.679385
LUZP4	0.0	0.0
B4GALT2	3.222908	2.5547103
WISP2	0.22564	0.0626708
MAP7	0.999541	1.233523
RGMA	0.0	0.0
TXNL4A	17.830544	23.22882
CLN6	24.07911	26.34083
PCDH19	0.00709054	0.0
LAMB3	59.341393	42.840254
PRDM10	5.156443	5.681896
IL17D	0.0656401	0.0
CDCA7L	75.6998	58.98884
TMEM108	0.42731	0.295633
POLD4	48.1202	54.819
LMLN	1.938273	0.602034
HAPLN1	0.233421	0.44057
IRX6	0.0	0.0946766
TMEM237	15.655995	17.75768
SYTL4	0.1895628	0.2081452
COX5B	611.73279	628.979007
EPHA2	0.4918339	0.754244
CKAP2	41.29205	39.00471
AWAT1	0.0	0.0
PRR14L	23.5710362	19.2017
UBP1	63.72074	50.61687
SLC26A5	0.0	0.10272
CSGALNACT1	0.414441	1.682835
CNST	10.611335	8.74256
OR1B1	0.059987	0.0
SDCCAG8	16.782725	11.524608
ARF6	99.8648	113.36
BMP7	1.01559	2.45693
MAU2	39.589324	36.1774256214
GRB10	0.2360156	0.1613025
FAM174A	6.5279401	7.01427
ZBTB32	126.963888	110.116791
RBL1	39.451539	44.865585
IFIT2	21.05119	16.92531
TPTE	0.0	0.0
EMILIN3	0.0	0.0
STK39	140.270747	148.3495
SPESP1	0.0	0.0
CLCNKB	0.0320397	0.32649
TIMM17B	59.91119	84.39032
PIPOX	1.57404	1.778673
TM6SF1	68.57057	58.00195
ADM	0.0	0.0
KCTD13	15.16931	13.019819
FASTKD3	12.5723	12.1747
CCDC86	14.830303	16.660278
ARHGEF9	15.4998534043171	6.7277138504
BCS1L	11.34346	11.79211
AP1S2	11.942605	15.535556
SLC24A2	0.0	0.0
PTP4A2	193.285748	208.333207
STK32B	0.0647393	0.0
TAS2R4	0.0	0.0
RASSF4	0.3064632	2.0883953
ATP6V1B2	47.660057	61.867788
OST4	176.6568	200.1789
GSX1	0.0	0.0
LBX1	0.0304912	0.0
KNCN	0.0871058	0.0
C6orf47	17.68075	19.96438
SCARF1	0.0865907	0.409608
C1orf123	29.3033089	37.719476
PHB2	290.884351	313.493598
GATA2	0.119479	0.9179311
TCAIM	3.836254	2.7970929
UGGT2	1.1287967	1.1118443
CLIC6	0.0	0.0
LETM1	51.7078820380089	58.33194
ECHS1	49.590473	50.070999
STC1	0.0	0.0
USH1C	2.88102	0.61248
SLC27A4	25.38267	29.1145
PPP6R3	60.99377	60.7669
LY6D	0.116252	1.16156
SMPD4	79.993333628498	61.6107541583012
UBE2D3	573.784319	628.072241
CNTN5	0.0	0.0
CCDC175	0.0	0.0
TWSG1	41.3642	36.7138
HIST3H2BA	8.04083	22.253
WDR6	29.215	40.776
CPN1	0.0	0.0
PMF1	134.06088	143.205789
PLEKHM3	4.171631	4.53941
B3GNT2	58.6519	69.1648
ARPP19	368.4315514	338.92311278
APBA3	19.448323	16.457896
CBL	33.936659	28.011619
SRRT	288.11938	203.80085
IL10RA	109.4868	103.31836
GUF1	20.918019	18.786558
C1QTNF9	0.161827	0.0
RPL35	1290.978	1169.777
USPL1	19.95607660105	20.634077051
SLC35E1	35.766544	39.25892
FAM219B	12.23965	15.83351
C11orf95	2.994595	2.713369
ENAH	0.3743561	0.4086239
SLBP	132.60569	140.4647
SDC2	0.0	0.38844
DNAJC16	6.10426	6.225404
SPIRE1	2.989323	3.226192
CDYL2	7.646	5.47712
BAG5	22.450812	16.11169
SLC25A40	11.540144	10.2247287
CBR1	13.6507	12.7637
SLAMF1	13.54553	11.192598
CHAD	0.323821	0.0642708
DCTD	8.77139	10.633861
MRPS5	103.31436	97.031271
BMF	5.815095	6.57083837
PSMG3	26.863264	37.781741
VMAC	5.86882	5.937
ZNF536	0.0	0.0
TNFRSF13B	10.554156	13.49808
CEP290	1.78347760041053	1.07377714
IFRD2	32.041963	31.399286
CXorf40A	20.8632	24.1907
POLR3C	71.9216448	66.32275
C19orf68	3.8325402	2.391634
AKR1E2	17.212482	20.575217
CALCR	0.0	0.0
SPOCK2	17.0322	19.4298
COL10A1	0.047871	0.0
ATP13A1	53.8389	43.4977
HMGN3	2.294948	3.352716
GPN3	32.65048	31.357705
ACTN4	290.386339	302.87840394438
MED4	45.7633	46.6349
MIEF1	12.84278	14.77567
STEAP3	8.1268768	15.34026
TRIQK	0.0	0.266933
LOXL1	0.0	0.0
ANO2	0.0	0.0
GPA33	0.1924571	0.0473246
TANGO2	25.5482704	18.1638896
HTR5A	0.0137105	0.0188201
SLC25A15	5.271296	4.553842
BGLAP	0.0	0.0
PITPNM3	0.5238837	0.0
SSPN	0.0	0.046063604
MEX3B	3.25113	3.09627
GRK5	2.24769	2.34645
PMM1	67.304138	74.998776
PGAP2	44.052123719	45.413294
DEF8	31.852753	23.841208
NREP	0.1063080071626	0.39225800415745
BBX	6.848555	6.6985406
MRPS9	76.4073380191457	73.07882
SAMD10	19.23051	15.696346
ARHGAP29	0.0	0.0417678
CCDC106	1.9652684	2.31619
DUSP26	0.0	0.0
ZNF3	4.573858	4.69631
KLB	0.0	0.0
TMSB10	3405.5631	3376.78727
TNPO1	56.22513	65.1619400023047
SPATA2L	4.429009	3.406487
SPATA24	26.4165	19.00756
PLA2G4E	0.106248	0.127372
ASAP1	17.0030834977686	32.058957486
PCBD2	31.433453	43.8647711
RPL37	655.217	603.643
PTGER3	0.0625073	0.353419
FLYWCH1	27.54165	27.80694
EEF1G	881.824223	992.4205
POU5F2	0.226756	0.0
PPP1R1C	0.0674366	0.3533753
PFKL	36.306671	41.7983635
SUCNR1	0.0	0.0
CYP26C1	0.0	0.0615703
COL9A2	1.2705439	6.335108
KHDRBS3	0.0	0.113202
GBE1	7.915667	7.08832
HS3ST1	0.0	0.175739
HOXC8	0.0825519	0.0952088
CMTR2	5.199253	4.283
DDX42	56.1167	46.9758
OR1M1	0.0215362	0.0
BTBD7	11.6684	8.66787
KRTAP3-3	0.0	0.0
RASGRP2	469.035012	359.133496
EED	94.256283	95.466617
XCL1	43.2213	75.4847
KERA	0.0	0.0
FGG	0.0	0.0
CD33	3.600707	2.675888
TKTL2	0.0	0.0
RBM48	12.20463	9.557434
AKR1C4	0.0	0.0
ADORA3	0.400705	0.886227
CHRDL2	0.0	0.0
ESPNL	0.0405577	0.0
COA4	9.696218	13.54293
THUMPD2	7.48	7.14622
TUSC3	41.29653	42.8365258263
PIMREG	43.742037	40.358024
ZBTB38	29.783988	22.604919
DAB2IP	9.1023017387545	6.555196299
PEX11A	3.517075	4.864113
CAB39L	18.7473	20.2853
DXO	53.70362	40.6231110019077
FAM71A	0.0341062	0.0
SIDT1	21.108937	22.10297
C1QTNF1	0.0	0.0
CARD6	9.17997	6.63535
MRPS33	96.5735	95.6168
TMEM235	0.169753	0.0
PIR	0.146408	0.678696
PM20D1	0.161053	0.145599
PON2	54.317238	57.535752
COX7B	297.5686	282.6578
TECPR1	58.651738	41.552451
NUP210L	0.310674589	0.301889939
RGMB	0.172076	0.672841
TTC22	0.325735	0.163523
DBNDD1	2.563486	0.69739
CRTAC1	0.0	0.0
CALR	731.46174	743.77728
A2M	0.0	0.0
FAM71F1	0.0	0.0
DPY19L1	39.37576	34.932711
NOP56	396.279641	317.411563
TUBA8	0.471009	1.44204
ZFP36L2	158.764	118.422
SPTBN2	0.160288	0.133352
SUCLG1	76.939916	83.0140164
BRWD3	6.97596	5.2834280486901
HECA	30.958071	23.71983
PMP22	0.0	0.338161
GRIN3B	0.428184	0.1983969
ACTC1	0.106732	0.0743452
SPATS1	0.625591	0.876963
ZNF518A	3.36311	3.28848
POC1B	18.968168	19.361295
SERPINA11	0.054415616345	0.075838345242
SIL1	24.3752	22.8488
PLEKHH1	0.0492672	0.0959208
OSTC	148.503858	175.429436
ZFP28	2.732025	2.171981
TTF2	29.75315	27.5860692
ZBTB17	26.55228	28.99648
MX2	2.058533	1.0539
GPR146	9.349305	8.0224768
CDYL	9.56917	9.34897
QRSL1	23.121085	19.348798
TPR	174.718981	116.04016502804
RPUSD4	26.111412	26.291979
C9orf43	1.08464	0.722531
STAM	16.366247	13.643272
DOK3	3.39178	6.48147
WDR78	0.4817696	0.4775038
LSM10	17.44488	18.61896
DNAH7	0.118552	0.0
OSBPL1A	1.352803	3.005764
CALML5	0.0	0.0
DOK7	0.054203	0.0
TMEM106A	4.523794	6.565724
HOXC10	0.0	0.0
BNIPL	0.090847	0.256818
C11orf54	5.5735200237573	5.920952
MAP3K19	0.122356	0.0841632
CSTL1	0.0	0.0
TMEM212	0.0	0.0
PLEKHA2	118.37643	133.30096
DUOX1	0.0	0.0
PROKR2	0.6313351	0.4349836
MYBPHL	0.0	0.0
THBS3	0.4834476	0.354576717927
POLR2C	85.262327	77.0039571
IFNE	0.0	0.0
OR2V2	0.122438	0.0240364
TBC1D4	1.31740914	4.005128687922
RBM15	12.75232	10.89916
PTPN23	17.01121	15.499032
ATRNL1	2.52884	2.48937
TXNDC15	25.5075	27.1169
SPRY2	17.5355	13.2009
REXO2	88.913247	104.120114
TLR5	0.0264244	0.0
CAMTA1	30.2897678147794	28.2748032062952
TOMM22	200.7534	212.48971
HIST1H2AE	5.95033	5.36111
UGT2B17	0.0	0.0
ERG	0.3279012	1.563887
HOXD11	0.0	0.0
VPS39	34.995649	28.765133
SYNE1	18.1005742	16.1863878
EXTL1	1.582059	1.00572
NOL10	25.3466	24.4154
ATP6AP1	82.59953	66.03872370683
NGF	0.0	0.0
DYTN	0.0	0.0
FAM3C	109.80031	75.81459
SMU1	72.895281	83.793426
FAM35A	7.60187	5.60411
CPN2	0.0	0.0
TMEM170A	1.34152	5.00699
MFSD2A	7.632367	7.016238
TMSB15A	0.0	0.0
GALK1	63.9075	82.0781
PTCHD4	0.0	0.0291436
PSMD5	25.453457	32.28084
GALNT7	30.09717	28.81677
TSPAN31	52.06851	59.13979
MORC2	31.538497	22.696188
SHPK	3.78	2.80977
PAK3	0.0	0.0
IFFO2	4.441595	4.586869
DMTF1	24.659277	18.5360451
SLF2	10.6689	9.07747
IK	140.057	113.538
WDR83	29.6476	30.975806
NRM	61.69702	65.02351
NEU2	0.0	0.0
NXT2	2.31465	2.90547
HTATIP2	61.79713	57.67123
DYRK1B	5.12189	4.63112
H2AFY	292.321046	280.7917579
ABTB1	42.087491	35.588578
CYFIP2	165.26684	149.472967
ARHGEF1	521.097897	462.974681
SLTM	61.380936	49.623426
RPTN	0.0	0.0
POLDIP2	43.6758260440504	45.380382
IFNLR1	0.124107	0.341146
MARVELD2	14.89778	12.8419
CMTM4	3.70522	4.66186
EPM2A	0.318457	0.375854
TPSG1	0.0	0.0
TPCN1	14.6228	14.46931817253
HIGD1C	0.0	0.0
AIFM1	34.682031	36.378557
CCNC	20.3636095397	18.920071
CYP27B1	0.0956929	0.0440741
SPRR3	0.0	0.0
NECAP1	8.907473	7.413661
NRTN	0.0	0.0
HELT	0.0	0.0
DTD1	46.494791	48.287
URAD	0.0	0.0
PDE8A	4.041984	5.06427
ATP6V0E2	0.9876871	0.967359
KDR	0.0372074	0.0649889
NT5C	212.56174	203.41322
LEO1	23.360606	24.393217
TNFAIP8	105.531485	114.019086
SGCZ	0.0	0.0
CLEC12A	1.134802	6.340646
KRTAP10-4	0.0	0.0
CRB1	0.0534754	0.0
TAF9B	14.7955	15.6864
REP15	0.174766	0.0
PANX2	0.0328595	0.0
FADS2	0.728208	3.69371
